Date,CCI Value,CCI Rolling Mean,CCI Rolling Percent Change,CPI Value,CPI Rolling Mean,CPI Rolling Percent Change,Unemployment Rate (%),Unemployment Rate (%) Rolling Mean,Unemployment Rate Rolling Percent Change,CCI Rolling Percent Change Flag,CPI Rolling Percent Change Flag,Unemployment Rate Rolling Percent Change Flag,Economic Climate
1992-09-01,98.81889,98.64644249999999,-0.17361209057024096,141.1,139.23333333333332,3.0022809937735095,7.5,7.108333333333333,18.144044321329634,negative,positive,positive,Lean to Bad
1992-10-01,99.08066,98.661115,-0.2567757472430543,141.7,139.60833333333332,3.038317239682642,7.5,7.175,17.302452316076277,negative,positive,positive,Lean to Bad
1992-11-01,99.70637,98.777175,-0.20548478380578716,142.1,139.96666666666667,3.0429447852760694,7.5,7.233333333333333,16.198125836680056,negative,positive,positive,Lean to Bad
1992-12-01,100.2155,98.96463666666666,-0.0475322617388807,142.3,140.30833333333334,3.041615667074682,7.5,7.283333333333334,15.000000000000014,negative,positive,positive,Lean to Bad
1993-01-01,100.3488,99.16727333333334,0.15914348868508732,142.8,140.68333333333334,3.08988764044944,7.5,7.325,13.712807244501924,positive,positive,positive,Lean to Bad
1993-02-01,100.2325,99.33977666666668,0.36841575801815907,143.1,141.05833333333334,3.125380772511277,7.5,7.366666666666667,12.611464968152863,positive,positive,positive,Lean to Bad
1993-03-01,100.0449,99.45997083333334,0.5491324425015209,143.3,141.40833333333333,3.111138117518397,7.5,7.3999999999999995,11.557788944723612,positive,positive,positive,Lean to Bad
1993-04-01,99.81275,99.53168416666666,0.6687426483165337,143.8,141.775,3.109090909090906,7.4,7.425000000000001,10.545905707196045,positive,positive,positive,Lean to Bad
1993-05-01,99.51616,99.56209333333334,0.7283114534978097,144.2,142.15,3.125566773471977,7.4,7.441666666666666,9.43627450980391,positive,positive,positive,Lean to Bad
1993-06-01,99.28551,99.57279333333334,0.7730303567918373,144.3,142.5,3.1238692558195558,7.3,7.441666666666667,8.111380145278456,positive,positive,positive,Lean to Bad
1993-07-01,99.07123,99.58022166666666,0.8345888264797319,144.5,142.83333333333334,3.097744360902266,7.3,7.441666666666667,6.946107784431166,positive,positive,positive,Lean to Bad
1993-08-01,99.01629,99.59579666666667,0.914427835163889,144.8,143.16666666666666,3.077938441231165,7.2,7.425,5.5687203791469075,positive,positive,positive,Lean to Bad
1993-09-01,99.1385,99.62243083333334,0.9893801627294918,145.0,143.49166666666665,3.0584151304764218,7.1,7.391666666666667,3.98593200468933,positive,positive,positive,Lean to Bad
1993-10-01,99.42087,99.65078166666666,1.003096981689966,145.6,143.8166666666667,3.0143854831970573,7.1,7.358333333333333,2.5551684088269466,positive,positive,positive,Lean to Bad
1993-11-01,99.76032,99.65527750000001,0.8889730851282307,146.0,144.14166666666668,2.982853060252455,7.0,7.316666666666666,1.1520737327188835,positive,positive,positive,Lean to Bad
1993-12-01,100.2529,99.65839416666667,0.7010155580490007,146.3,144.475,2.9696501752093596,6.9,7.266666666666667,-0.22883295194509046,positive,positive,negative,Comfortable to Good
1994-01-01,100.6771,99.68575249999999,0.5228329359463935,146.3,144.76666666666668,2.9024997038265665,6.8,7.208333333333333,-1.5927189988623525,positive,positive,negative,Comfortable to Good
1994-02-01,100.8286,99.7354275,0.398280373289861,146.7,145.06666666666666,2.8416139894842596,6.8,7.1499999999999995,-2.941176470588247,positive,positive,negative,Comfortable to Good
1994-03-01,100.8177,99.79982749999999,0.3417019568969559,147.1,145.38333333333333,2.8110083092698357,6.7,7.083333333333333,-4.2792792792792795,positive,positive,negative,Comfortable to Good
1994-04-01,100.7878,99.88108166666666,0.35104148284572645,147.2,145.66666666666666,2.744959736671948,6.7,7.0249999999999995,-5.387205387205407,positive,positive,negative,Comfortable to Good
1994-05-01,100.7249,99.98181,0.4215627179125825,147.5,145.94166666666666,2.667370148903725,6.6,6.958333333333333,-6.494960806270999,positive,positive,negative,Comfortable to Good
1994-06-01,100.6179,100.0928425,0.5222803832827472,147.9,146.24166666666667,2.6257309941520424,6.5,6.891666666666666,-7.390817469204947,positive,positive,negative,Comfortable to Good
1994-07-01,100.5448,100.21564,0.6380969259742297,148.4,146.56666666666666,2.6137689614935677,6.5,6.824999999999999,-8.286674132138872,positive,positive,negative,Comfortable to Good
1994-08-01,100.5911,100.34687416666667,0.7541257012218638,149.0,146.91666666666666,2.6193247962747357,6.4,6.758333333333333,-8.978675645342316,positive,positive,negative,Comfortable to Good
1994-09-01,100.6623,100.4738575,0.854653575047859,149.3,147.275,2.6366223357918717,6.3,6.691666666666666,-9.470124013528746,positive,positive,negative,Comfortable to Good
1994-10-01,100.7571,100.58521,0.9377029639958234,149.4,147.59166666666667,2.6248696256808257,6.3,6.625,-9.966024915062288,positive,positive,negative,Comfortable to Good
1994-11-01,100.8722,100.67786666666666,1.026126455436982,149.8,147.90833333333333,2.6131699138578934,6.2,6.558333333333334,-10.364464692482912,positive,positive,negative,Comfortable to Good
1994-12-01,101.05,100.74429166666665,1.0896197044716116,150.1,148.225,2.5956047759127854,6.1,6.491666666666666,-10.6651376146789,positive,positive,negative,Comfortable to Good
1995-01-01,101.1327,100.78225833333335,1.0999624377950656,150.5,148.57500000000002,2.630670043748573,6.0,6.425,-10.867052023121381,positive,positive,negative,Comfortable to Good
1995-02-01,100.9988,100.79644166666667,1.0638287650260203,150.9,148.92499999999998,2.659696691176472,5.9,6.3500000000000005,-11.188811188811176,positive,positive,negative,Comfortable to Good
1995-03-01,100.7761,100.792975,0.995139495606856,151.2,149.26666666666668,2.6710993924108806,5.8,6.2749999999999995,-11.411764705882355,positive,positive,negative,Comfortable to Good
1995-04-01,100.6795,100.78394999999999,0.903943287625264,151.8,149.65,2.73455377574372,5.8,6.199999999999999,-11.74377224199289,positive,positive,negative,Comfortable to Good
1995-05-01,100.6668,100.77910833333333,0.797443388285668,152.1,150.03333333333333,2.803631587963218,5.8,6.133333333333334,-11.856287425149691,positive,positive,negative,Comfortable to Good
1995-06-01,100.7947,100.79384166666667,0.7003489451972156,152.4,150.40833333333333,2.849165194597969,5.7,6.066666666666666,-11.970979443772666,positive,positive,negative,Comfortable to Good
1995-07-01,100.9129,100.82451666666668,0.6075665102440064,152.6,150.75833333333335,2.859904480327513,5.7,6.0,-12.087912087912079,positive,positive,negative,Comfortable to Good
1995-08-01,100.8787,100.84848333333333,0.4998752286329733,152.9,151.08333333333334,2.8360748723766482,5.7,5.941666666666666,-12.083847102342782,positive,positive,negative,Comfortable to Good
1995-09-01,100.64,100.846625,0.37100944392427504,153.1,151.4,2.8008827024274208,5.7,5.891666666666667,-11.955168119551674,positive,positive,negative,Comfortable to Good
1995-10-01,100.4822,100.82371666666667,0.23711902243546135,153.5,151.74166666666667,2.811811868330416,5.6,5.833333333333333,-11.949685534591204,positive,positive,negative,Comfortable to Good
1995-11-01,100.4038,100.78468333333332,0.10609746730163572,153.7,152.06666666666666,2.811425995830752,5.6,5.783333333333334,-11.817026683608633,positive,positive,negative,Comfortable to Good
1995-12-01,100.428,100.73285,-0.011357136446510374,153.9,152.38333333333333,2.805419688536581,5.7,5.75,-11.424903722721435,negative,positive,negative,Lean to Bad
1996-01-01,100.4444,100.67549166666667,-0.10593795816079554,154.7,152.73333333333332,2.7988109260193905,5.7,5.7250000000000005,-10.89494163424124,negative,positive,negative,Lean to Bad
1996-02-01,100.5161,100.63526666666667,-0.1599014780035657,155.0,153.07500000000002,2.7866375692462864,5.7,5.708333333333333,-10.104986876640432,negative,positive,negative,Lean to Bad
1996-03-01,100.6619,100.62575,-0.16590938009320988,155.5,153.43333333333334,2.7914247431889194,5.7,5.7,-9.163346613545809,negative,positive,negative,Lean to Bad
1996-04-01,100.6907,100.62668333333335,-0.15604336470900204,156.1,153.79166666666666,2.7675687715781105,5.7,5.691666666666666,-8.198924731182789,negative,positive,negative,Lean to Bad
1996-05-01,100.67,100.62695000000001,-0.1509820198349443,156.4,154.15,2.7438347033992505,5.6,5.675000000000001,-7.472826086956519,negative,positive,negative,Lean to Bad
1996-06-01,100.7788,100.625625,-0.16689180994109432,156.7,154.50833333333335,2.725912792952534,5.6,5.666666666666667,-6.593406593406581,negative,positive,negative,Lean to Bad
1996-07-01,100.9385,100.62775833333332,-0.1951492948722544,157.0,154.875,2.730639544524882,5.6,5.658333333333332,-5.694444444444457,negative,positive,negative,Lean to Bad
1996-08-01,101.0589,100.64277499999999,-0.20397761724727514,157.2,155.23333333333332,2.746828461114159,5.5,5.641666666666667,-5.049088359046284,negative,positive,negative,Lean to Bad
1996-09-01,101.1498,100.68525833333335,-0.16001196536488127,157.7,155.61666666666665,2.7851166886833756,5.5,5.625,-4.526166902404527,negative,positive,negative,Lean to Bad
1996-10-01,101.2722,100.75109166666665,-0.07203166318507925,158.2,156.00833333333333,2.8117963644351596,5.5,5.616666666666667,-3.7142857142857033,negative,positive,negative,Lean to Bad
1996-11-01,101.3763,100.83213333333335,0.0470805666403562,158.7,156.42499999999998,2.8660675142481384,5.5,5.608333333333333,-3.02593659942364,positive,positive,negative,Comfortable to Good
1996-12-01,101.3916,100.91243333333334,0.17827683157316532,159.1,156.85833333333332,2.9366728644864892,5.5,5.591666666666666,-2.753623188405807,positive,positive,negative,Comfortable to Good
1997-01-01,101.4424,100.99559999999998,0.31796053640660293,159.4,157.25,2.9572239196857364,5.4,5.566666666666666,-2.765647743813693,positive,positive,negative,Comfortable to Good
1997-02-01,101.5605,101.08263333333333,0.44454263548432404,159.7,157.64166666666665,2.983287059720152,5.4,5.541666666666667,-2.9197080291970656,positive,positive,negative,Comfortable to Good
1997-03-01,101.6935,101.16860000000001,0.5394742399435604,159.8,158.0,2.9763197914403516,5.4,5.516666666666667,-3.2163742690058506,positive,positive,negative,Comfortable to Good
1997-04-01,101.8585,101.26591666666667,0.6352523129633747,159.9,158.31666666666666,2.9422920617718784,5.3,5.483333333333333,-3.660322108345526,positive,positive,negative,Comfortable to Good
1997-05-01,102.0449,101.38049166666667,0.7488467718306691,159.9,158.60833333333332,2.8922045626554205,5.3,5.458333333333333,-3.8179148311307087,positive,positive,negative,Comfortable to Good
1997-06-01,102.2148,101.50015833333333,0.8690960511632317,160.2,158.9,2.842349387843157,5.3,5.433333333333334,-4.117647058823525,positive,positive,negative,Comfortable to Good
1997-07-01,102.3291,101.61604166666667,0.9821180057093537,160.4,159.1833333333333,2.78181329028786,5.2,5.3999999999999995,-4.565537555228271,positive,positive,negative,Comfortable to Good
1997-08-01,102.3318,101.72211666666668,1.0724482375080502,160.8,159.48333333333335,2.737814043375586,5.2,5.375,-4.726735598227472,positive,positive,negative,Comfortable to Good
1997-09-01,102.3427,101.821525,1.1285332981963103,161.2,159.775,2.6721645068009225,5.1,5.341666666666666,-5.0370370370370505,positive,positive,negative,Comfortable to Good
1997-10-01,102.3358,101.91015833333334,1.1504259134992312,161.5,160.04999999999998,2.5906735751295207,5.1,5.308333333333333,-5.48961424332346,positive,positive,negative,Comfortable to Good
1997-11-01,102.3174,101.98858333333332,1.1469062111152173,161.7,160.29999999999998,2.4772255074316796,5.0,5.266666666666667,-6.092124814264488,positive,positive,negative,Comfortable to Good
1997-12-01,102.2857,102.06309166666666,1.1402542732593446,161.8,160.525,2.3375657440365627,5.0,5.225,-6.5573770491803245,positive,positive,negative,Comfortable to Good
1998-01-01,102.4385,102.1461,1.1391585375996716,162.0,160.74166666666665,2.2204557498675115,4.9,5.183333333333334,-6.886227544910173,positive,positive,negative,Comfortable to Good
1998-02-01,102.602,102.23289166666667,1.1379386304076755,162.0,160.9333333333333,2.088068932706033,4.9,5.141666666666667,-7.218045112781956,positive,positive,negative,Comfortable to Good
1998-03-01,102.6096,102.30923333333334,1.1274578607723518,162.0,161.11666666666665,1.9725738396624282,4.8,5.091666666666667,-7.703927492447127,positive,positive,negative,Comfortable to Good
1998-04-01,102.5881,102.37003333333332,1.0903141975211916,162.2,161.30833333333334,1.8896725971154993,4.8,5.05,-7.902735562310037,positive,positive,negative,Comfortable to Good
1998-05-01,102.4889,102.40703333333335,1.0125633144904,162.6,161.53333333333333,1.8441653969421656,4.7,5.0,-8.396946564885488,positive,positive,negative,Comfortable to Good
1998-06-01,102.3698,102.41995000000001,0.9061972727628875,162.8,161.75,1.7935808684707233,4.7,4.95,-8.895705521472397,positive,positive,negative,Comfortable to Good
1998-07-01,102.2334,102.41197499999998,0.7832752784685537,163.2,161.98333333333335,1.75897811747463,4.6,4.8999999999999995,-9.259259259259256,positive,positive,negative,Comfortable to Good
1998-08-01,102.0408,102.387725,0.654339837927731,163.4,162.2,1.7034172849827334,4.6,4.85,-9.76744186046512,positive,positive,negative,Comfortable to Good
1998-09-01,101.7999,102.34249166666667,0.5116468906419147,163.5,162.39166666666668,1.637719710008878,4.6,4.808333333333333,-9.98439937597504,positive,positive,negative,Comfortable to Good
1998-10-01,101.6636,102.286475,0.36926315572562984,163.9,162.59166666666667,1.5880454024784108,4.6,4.766666666666667,-10.20408163265305,positive,positive,negative,Comfortable to Good
1998-11-01,101.7572,102.23979166666668,0.246310248777859,164.1,162.79166666666666,1.5543772093990382,4.5,4.7250000000000005,-10.284810126582267,positive,positive,negative,Comfortable to Good
1998-12-01,101.9003,102.207675,0.14166074236270365,164.4,163.00833333333335,1.5470072159061488,4.5,4.683333333333334,-10.366826156299835,positive,positive,negative,Comfortable to Good
1999-01-01,102.1402,102.18281666666667,0.03594524574768165,164.7,163.23333333333335,1.5501062781896557,4.5,4.6499999999999995,-10.289389067524136,positive,positive,negative,Comfortable to Good
1999-02-01,102.3487,102.16170833333332,-0.0696286020798964,164.7,163.45833333333334,1.5689726594863451,4.5,4.616666666666666,-10.210696920583473,negative,positive,negative,Lean to Bad
1999-03-01,102.384,102.14290833333332,-0.16257085952164907,164.8,163.6916666666667,1.5982207510086166,4.4,4.583333333333333,-9.983633387888712,negative,positive,negative,Lean to Bad
1999-04-01,102.3792,102.12549999999999,-0.23887198760315087,165.9,164.0,1.6686470010848664,4.4,4.55,-9.9009900990099,negative,positive,negative,Lean to Bad
1999-05-01,102.4228,102.11999166666665,-0.2802948755798673,166.0,164.28333333333333,1.7024349979364528,4.4,4.5249999999999995,-9.500000000000009,negative,positive,negative,Lean to Bad
1999-06-01,102.4339,102.12533333333333,-0.2876555462746122,166.0,164.54999999999998,1.731066460587316,4.4,4.5,-9.090909090909093,negative,positive,negative,Lean to Bad
1999-07-01,102.3783,102.13740833333333,-0.268100157883544,166.7,164.84166666666667,1.7645848338306402,4.3,4.4750000000000005,-8.673469387755084,negative,positive,negative,Lean to Bad
1999-08-01,102.3167,102.16039999999998,-0.22202368496812008,167.1,165.15,1.818742293464859,4.3,4.45,-8.247422680412363,negative,positive,negative,Lean to Bad
1999-09-01,102.3064,102.20260833333333,-0.13668157874145992,167.8,165.50833333333333,1.9192282034176555,4.3,4.425,-7.972270363951461,negative,positive,negative,Lean to Bad
1999-10-01,102.2858,102.25445833333333,-0.0313009776382156,168.1,165.85833333333332,2.009123058787332,4.3,4.3999999999999995,-7.692307692307699,negative,positive,negative,Lean to Bad
1999-11-01,102.4038,102.30834166666666,0.06704825868921738,168.4,166.21666666666667,2.10391604811877,4.2,4.375,-7.407407407407418,positive,positive,negative,Comfortable to Good
1999-12-01,102.5676,102.36395,0.15289947648258195,168.8,166.58333333333334,2.193139410050593,4.2,4.3500000000000005,-7.117437722419917,positive,positive,negative,Comfortable to Good
2000-01-01,102.7974,102.41871666666667,0.23086073343381308,169.3,166.96666666666667,2.2871145599346443,4.2,4.325,-6.98924731182794,positive,positive,negative,Comfortable to Good
2000-02-01,102.8501,102.46049999999998,0.29246933272861764,170.0,167.40833333333333,2.4165179709406015,4.2,4.3,-6.859205776173283,positive,positive,negative,Comfortable to Good
2000-03-01,102.7695,102.49262499999999,0.34237978179101347,171.0,167.92499999999998,2.586163009723541,4.2,4.283333333333333,-6.545454545454543,positive,positive,negative,Comfortable to Good
2000-04-01,102.751,102.52360833333334,0.38982265284708273,170.9,168.34166666666667,2.647357723577226,4.1,4.258333333333334,-6.410256410256398,positive,positive,negative,Comfortable to Good
2000-05-01,102.7258,102.54885833333333,0.41996347597301753,171.2,168.775,2.7340975956173352,4.1,4.233333333333333,-6.445672191528528,positive,positive,negative,Comfortable to Good
2000-06-01,102.6273,102.564975,0.4304922709350567,172.2,169.29166666666666,2.881596272662823,4.1,4.208333333333333,-6.481481481481488,positive,positive,negative,Comfortable to Good
2000-07-01,102.594,102.58295,0.43621790873389354,172.7,169.79166666666666,3.00288155300541,4.1,4.191666666666666,-6.331471135940426,positive,positive,negative,Comfortable to Good
2000-08-01,102.5593,102.60316666666667,0.4334034191983305,172.7,170.25833333333335,3.093147643556371,4.1,4.175,-6.17977528089888,positive,positive,negative,Comfortable to Good
2000-09-01,102.5096,102.6201,0.40849414068280243,173.6,170.74166666666667,3.1619757313327668,4.0,4.1499999999999995,-6.214689265536732,positive,positive,negative,Comfortable to Good
2000-10-01,102.401,102.6297,0.3669685144127799,173.9,171.225,3.23569311159122,4.0,4.125,-6.249999999999989,positive,positive,negative,Comfortable to Good
2000-11-01,102.1495,102.60850833333332,0.293394127767832,174.2,171.70833333333334,3.303920585581066,4.0,4.108333333333333,-6.0952380952380985,positive,positive,negative,Comfortable to Good
2000-12-01,101.6216,102.529675,0.161897816565304,174.6,172.19166666666663,3.3666833416708064,4.0,4.091666666666666,-5.938697318007691,positive,positive,negative,Comfortable to Good
2001-01-01,101.0984,102.38809166666665,-0.02990176112017684,175.6,172.71666666666667,3.44380115791576,4.0,4.075,-5.780346820809246,negative,positive,negative,Lean to Bad
2001-02-01,100.7161,102.21025833333334,-0.24423233018250334,176.0,173.21666666666667,3.4695604559709325,4.0,4.058333333333333,-5.6201550387597,negative,positive,negative,Lean to Bad
2001-03-01,100.5511,102.02539166666666,-0.4558701987907199,176.1,173.64166666666665,3.4042975534712916,4.0,4.041666666666667,-5.642023346303493,negative,positive,negative,Lean to Bad
2001-04-01,100.518,101.83930833333334,-0.6674560241531458,176.4,174.1,3.4206227414484314,4.1,4.041666666666667,-5.088062622309197,negative,positive,negative,Lean to Bad
2001-05-01,100.6409,101.66556666666668,-0.8613373966539162,177.3,174.60833333333335,3.456278082259434,4.1,4.041666666666667,-4.527559055118102,negative,positive,negative,Lean to Bad
2001-06-01,100.7199,101.50661666666667,-1.0318905974806003,177.7,175.0666666666667,3.411272458774328,4.2,4.05,-3.7623762376237546,negative,positive,negative,Lean to Bad
2001-07-01,100.6339,101.34327499999999,-1.2084610551753583,177.4,175.45833333333334,3.3374233128834474,4.2,4.058333333333334,-3.1809145129224503,negative,positive,negative,Lean to Bad
2001-08-01,100.3323,101.15769166666666,-1.4088015477105142,177.4,175.85,3.2842249522783806,4.3,4.075,-2.39520958083832,negative,positive,negative,Lean to Bad
2001-09-01,99.89782,100.94004333333334,-1.637161400804188,178.1,176.225,3.21147933037238,4.3,4.1000000000000005,-1.2048192771084043,negative,positive,negative,Lean to Bad
2001-10-01,99.74116,100.71839,-1.8623361463591892,177.6,176.53333333333333,3.1002092762933753,4.5,4.141666666666667,0.40404040404040664,negative,positive,positive,Lean to Bad
2001-11-01,99.88892,100.53000833333334,-2.0256604776358045,177.5,176.80833333333337,2.9701528755156748,4.6,4.191666666666666,2.0283975659229236,negative,positive,positive,Lean to Bad
2001-12-01,100.2465,100.41541666666666,-2.062094055534014,177.4,177.04166666666666,2.8166287567149118,4.7,4.25,3.869653767820802,negative,positive,positive,Lean to Bad
2002-01-01,100.5923,100.37324166666667,-1.9678557996368418,177.7,177.21666666666667,2.605423140017371,4.9,4.325,6.134969325153383,negative,positive,positive,Lean to Bad
2002-02-01,100.7994,100.38018333333332,-1.7905003175236023,178.0,177.38333333333333,2.4054652169729573,5.0,4.408333333333333,8.624229979466126,negative,positive,positive,Lean to Bad
2002-03-01,100.9867,100.41648333333335,-1.5769685438600245,178.5,177.58333333333334,2.270000479915546,5.1,4.5,11.340206185566991,negative,positive,positive,Lean to Bad
2002-04-01,101.0395,100.45994166666667,-1.3544540799038218,179.3,177.82500000000002,2.1395749569213196,5.3,4.6,13.814432989690694,negative,positive,positive,Lean to Bad
2002-05-01,101.0134,100.49098333333332,-1.1553403692564745,179.5,178.00833333333333,1.9472151959146533,5.4,4.708333333333333,16.494845360824726,negative,positive,positive,Lean to Bad
2002-06-01,100.7627,100.49454999999999,-0.9970450202179126,179.6,178.16666666666666,1.7707539984767484,5.5,4.816666666666667,18.9300411522634,negative,positive,positive,Lean to Bad
2002-07-01,100.427,100.47730833333334,-0.8544885357875454,180.0,178.38333333333333,1.6670624554737445,5.6,4.933333333333333,21.560574948665277,negative,positive,positive,Lean to Bad
2002-08-01,100.1503,100.46214166666668,-0.6875898298390859,180.5,178.64166666666668,1.5875272486020497,5.6,5.041666666666667,23.721881390593058,negative,positive,positive,Lean to Bad
2002-09-01,99.90825,100.46301083333333,-0.47258994968399914,180.8,178.86666666666667,1.499030595356321,5.7,5.158333333333333,25.813008130081272,negative,positive,positive,Lean to Bad
2002-10-01,99.72552,100.4617075,-0.2548516710801252,181.2,179.16666666666666,1.4916918429003,5.7,5.258333333333333,26.961770623742453,negative,positive,positive,Lean to Bad
2002-11-01,99.74057,100.449345,-0.08023806490286,181.5,179.5,1.5223641419616074,5.8,5.358333333333333,27.833001988071572,negative,positive,positive,Lean to Bad
2002-12-01,99.73804,100.40697333333333,-0.008408403424109423,181.8,179.86666666666667,1.5956695693104317,5.8,5.45,28.23529411764707,negative,positive,positive,Lean to Bad
2003-01-01,99.55934,100.32089333333333,-0.05215367409093785,182.6,180.275,1.7257594281952393,5.8,5.5249999999999995,27.74566473988438,negative,positive,positive,Lean to Bad
2003-02-01,99.40085,100.2043475,-0.17516986669512402,183.6,180.74166666666667,1.893263177675486,5.8,5.591666666666666,26.84310018903591,negative,positive,positive,Lean to Bad
2003-03-01,99.48411,100.07913166666667,-0.33595248057715077,183.9,181.1916666666667,2.0319099014547204,5.8,5.6499999999999995,25.555555555555554,negative,positive,positive,Lean to Bad
2003-04-01,99.91875,99.98573583333335,-0.4720347488422427,183.2,181.51666666666665,2.076011059562277,5.8,5.691666666666666,23.73188405797102,negative,positive,positive,Lean to Bad
2003-05-01,100.3473,99.9302275,-0.5580160674448442,182.9,181.79999999999998,2.1300500912878606,5.9,5.733333333333333,21.769911504424776,negative,positive,positive,Lean to Bad
2003-06-01,100.5036,99.90863583333334,-0.58303078790507,183.1,182.09166666666667,2.202993451824131,5.9,5.766666666666667,19.723183391003452,negative,positive,positive,Lean to Bad
2003-07-01,100.5059,99.91521083333333,-0.5594273068454947,183.7,182.4,2.251705129402981,5.9,5.791666666666667,17.398648648648663,negative,positive,positive,Lean to Bad
2003-08-01,100.4164,99.93738583333334,-0.5223418738916408,184.5,182.73333333333335,2.2904324299108936,6.0,5.825,15.537190082644624,negative,positive,positive,Lean to Bad
2003-09-01,100.3809,99.97677333333333,-0.48399654357030863,185.1,183.09166666666667,2.362094670145365,6.0,5.8500000000000005,13.408723747980634,negative,positive,positive,Lean to Bad
2003-10-01,100.5294,100.04376333333333,-0.416023355631967,184.9,183.4,2.3627906976744217,6.0,5.875,11.727416798732172,negative,positive,positive,Lean to Bad
2003-11-01,100.8221,100.13389083333334,-0.31404303001344447,185.0,183.6916666666667,2.3351903435469,6.0,5.891666666666667,9.953343701399685,negative,positive,positive,Lean to Bad
2003-12-01,101.1258,100.24953749999999,-0.156797708472578,185.5,184.0,2.2979985174202966,6.0,5.908333333333334,8.409785932721725,negative,positive,positive,Lean to Bad
2004-01-01,101.4056,100.40339250000001,0.08223527913826523,186.3,184.3083333333333,2.2373226089769993,6.0,5.925000000000001,7.239819004524906,positive,positive,positive,Lean to Bad
2004-02-01,101.2918,100.56097166666666,0.35589690024842024,186.7,184.5666666666667,2.1162801420074873,5.9,5.933333333333334,6.110283159463514,positive,positive,positive,Lean to Bad
2004-03-01,101.1237,100.69760416666666,0.6179834793730521,187.1,184.83333333333334,2.0098422480798295,5.9,5.941666666666666,5.1622418879056164,positive,positive,positive,Lean to Bad
2004-04-01,100.9523,100.78373333333333,0.7981113439322618,187.4,185.18333333333337,2.020016527407975,5.9,5.95,4.538799414348471,positive,positive,positive,Lean to Bad
2004-05-01,100.8738,100.82760833333333,0.8980073955433765,188.2,185.625,2.103960396039617,5.8,5.941666666666667,3.6337209302325757,positive,positive,positive,Lean to Bad
2004-06-01,101.0119,100.86996666666668,0.9622099484343227,188.9,186.10833333333335,2.2058487025765405,5.8,5.933333333333334,2.8901734104046284,positive,positive,positive,Lean to Bad
2004-07-01,101.1236,100.92144166666667,1.007084732085306,189.1,186.5583333333333,2.2797880116958824,5.7,5.916666666666667,2.158273381294973,positive,positive,positive,Lean to Bad
2004-08-01,101.0988,100.97830833333332,1.0415746733018816,189.2,186.94999999999996,2.307551988325396,5.7,5.891666666666667,1.1444921316165813,positive,positive,positive,Lean to Bad
2004-09-01,100.9797,101.02820833333334,1.0516792700384636,189.8,187.34166666666667,2.321241636702931,5.6,5.858333333333333,0.14245014245013454,positive,positive,positive,Lean to Bad
2004-10-01,100.8903,101.05828333333334,1.0140762064495323,190.8,187.83333333333334,2.4173027989821794,5.6,5.824999999999999,-0.8510638297872464,positive,positive,negative,Comfortable to Good
2004-11-01,100.9547,101.06933333333332,0.9341917029439761,191.7,188.39166666666665,2.5586353944562656,5.6,5.791666666666667,-1.6973125884016893,positive,positive,negative,Comfortable to Good
2004-12-01,101.0907,101.06640833333334,0.8148375081863612,191.7,188.9083333333333,2.6675724637680975,5.5,5.75,-2.679830747531753,positive,positive,negative,Comfortable to Good
2005-01-01,101.0759,101.03893333333332,0.6329874095970522,191.6,189.35000000000002,2.7354523669575803,5.5,5.708333333333333,-3.6568213783403802,positive,positive,negative,Comfortable to Good
2005-02-01,100.92,101.00795,0.4444848989874073,192.4,189.82499999999996,2.849015712479641,5.5,5.675,-4.353932584269671,positive,positive,negative,Comfortable to Good
2005-03-01,100.69,100.97180833333334,0.2723045587190276,193.1,190.32500000000002,2.971145175834078,5.4,5.633333333333333,-5.189340813464238,positive,positive,negative,Comfortable to Good
2005-04-01,100.5012,100.93421666666666,0.14931311666697145,193.7,190.85,3.060030600305974,5.4,5.591666666666666,-6.0224089635854465,positive,positive,negative,Comfortable to Good
2005-05-01,100.5693,100.90884166666667,0.08056655778720945,193.6,191.29999999999998,3.0572390572390473,5.3,5.550000000000001,-6.591865357643756,positive,positive,negative,Comfortable to Good
2005-06-01,100.82,100.89285,0.022685972930802656,193.7,191.69999999999996,3.004522455559,5.3,5.508333333333333,-7.1629213483146215,positive,positive,negative,Comfortable to Good
2005-07-01,100.7263,100.85974166666666,-0.061136661328908826,194.9,192.1833333333333,3.0151427167552702,5.3,5.474999999999999,-7.464788732394389,negative,positive,negative,Lean to Bad
2005-08-01,100.1338,100.77932499999999,-0.1970555227331361,196.1,192.75833333333335,3.1068913256664388,5.2,5.433333333333334,-7.77934936350777,negative,positive,negative,Lean to Bad
2005-09-01,99.41367,100.6488225,-0.3755246575110949,198.8,193.50833333333333,3.2916685200836238,5.2,5.3999999999999995,-7.823613086770987,negative,positive,negative,Lean to Bad
2005-10-01,99.17995,100.50629333333335,-0.5462095553110613,199.1,194.19999999999996,3.3895297249334266,5.2,5.366666666666666,-7.868383404864088,negative,positive,negative,Lean to Bad
2005-11-01,99.56727,100.39067416666667,-0.6714788198200372,198.1,194.73333333333335,3.3662140045118916,5.1,5.325,-8.057553956834528,negative,positive,negative,Lean to Bad
2005-12-01,100.1452,100.31188249999998,-0.7465644082698675,198.1,195.26666666666668,3.365829988089475,5.1,5.291666666666667,-7.971014492753614,negative,positive,negative,Lean to Bad
