Date,CCI Value,CCI Rolling Mean,CCI Rolling Percent Change,CPI Value,CPI Rolling Mean,CPI Rolling Percent Change,Unemployment Rate (%),Unemployment Rate (%) Rolling Mean,Unemployment Rate Rolling Percent Change,CCI Rolling Percent Change Flag,CPI Rolling Percent Change Flag,Unemployment Rate Rolling Percent Change Flag,Economic Climate
2006-01-01,100.406,100.2560575,-0.7748259086926113,199.3,195.9083333333333,3.4636035560249745,5.0,5.25,-8.029197080291961,negative,positive,negative,Lean to Bad
2006-02-01,100.3572,100.2091575,-0.7908214155420312,199.4,196.49166666666667,3.5120066728127064,5.0,5.208333333333333,-8.223201174743021,negative,positive,negative,Lean to Bad
2006-03-01,100.2256,100.1704575,-0.7936381912542201,199.7,197.04166666666666,3.529051184377585,4.9,5.166666666666667,-8.28402366863904,negative,positive,negative,Lean to Bad
2006-04-01,99.97358,100.12648916666667,-0.8002514178789277,200.7,197.625,3.5499083049515434,4.9,5.125,-8.345752608047674,negative,positive,negative,Lean to Bad
2006-05-01,99.6911,100.05330583333334,-0.847830397418925,201.3,198.26666666666665,3.6417494336992595,4.9,5.091666666666667,-8.258258258258266,negative,positive,negative,Lean to Bad
2006-06-01,99.6703,99.9574975,-0.9270751098814145,201.8,198.9416666666667,3.7776038949748125,4.8,5.05,-8.320726172465953,negative,positive,negative,Lean to Bad
2006-07-01,99.70652,99.87251583333334,-0.9788105908460798,202.9,199.60833333333335,3.8634983956292057,4.8,5.008333333333334,-8.523592085235887,negative,positive,negative,Lean to Bad
2006-08-01,99.80495,99.84511166666668,-0.9269890757189536,203.8,200.25,3.8865591630279583,4.8,4.975,-8.435582822085896,negative,positive,negative,Lean to Bad
2006-09-01,100.1207,99.90403083333332,-0.7399904421799608,202.8,200.58333333333334,3.656173291417253,4.7,4.933333333333334,-8.641975308641959,negative,positive,negative,Lean to Bad
2006-10-01,100.5414,100.01748500000001,-0.48634599597876527,201.9,200.8166666666667,3.4071404050806997,4.7,4.891666666666667,-8.850931677018625,negative,positive,negative,Lean to Bad
2006-11-01,100.7727,100.1179375,-0.2716753014467055,202.0,201.14166666666665,3.2908250599109845,4.7,4.858333333333333,-8.763693270735528,negative,positive,negative,Lean to Bad
2006-12-01,100.8883,100.17986250000001,-0.1316095328985245,203.1,201.5583333333333,3.222089450324317,4.6,4.816666666666667,-8.976377952755898,negative,positive,negative,Lean to Bad
2007-01-01,100.9204,100.22272916666668,-0.033243211596778455,203.437,201.90308333333334,3.059977030073613,4.6,4.783333333333334,-8.888888888888879,negative,positive,negative,Lean to Bad
2007-02-01,100.6969,100.2510375,0.04179258766843219,204.226,202.30525,2.9586920564909525,4.6,4.75,-8.799999999999997,positive,positive,negative,Comfortable to Good
2007-03-01,100.4247,100.26762916666667,0.09700631213216404,205.288,202.77091666666664,2.907633749207017,4.6,4.725,-8.548387096774201,positive,positive,negative,Comfortable to Good
2007-04-01,100.2504,100.29069749999998,0.16400088997425843,205.904,203.20458333333332,2.8233185747417178,4.6,4.7,-8.292682926829265,positive,positive,negative,Comfortable to Good
2007-05-01,100.19,100.33227249999999,0.2788180403867413,206.755,203.65916666666666,2.719821788836585,4.5,4.666666666666667,-8.346972176759405,positive,positive,negative,Comfortable to Good
2007-06-01,100.1493,100.37218916666666,0.4148679959366186,207.234,204.112,2.59891928119631,4.5,4.641666666666667,-8.085808580858089,positive,positive,negative,Comfortable to Good
2007-07-01,100.1261,100.40715416666666,0.5353207825719686,207.603,204.50391666666667,2.4525946645514107,4.5,4.616666666666666,-7.820299500831962,positive,positive,negative,Comfortable to Good
2007-08-01,99.89663,100.41479416666665,0.5705662405405043,207.667,204.82616666666664,2.2852267998335174,4.5,4.591666666666667,-7.705192629815738,positive,positive,negative,Comfortable to Good
2007-09-01,99.64114,100.37483083333335,0.4712522568638411,208.547,205.30508333333333,2.354009140008295,4.5,4.575,-7.263513513513519,positive,positive,negative,Comfortable to Good
2007-10-01,99.34621,100.27523166666667,0.2577016075405947,209.19,205.91258333333334,2.537596481035753,4.6,4.566666666666667,-6.643952299829625,positive,positive,negative,Comfortable to Good
2007-11-01,99.06,100.13250666666666,0.014552004396484186,210.834,206.64874999999998,2.7379127480631427,4.6,4.558333333333333,-6.174957118353364,positive,positive,negative,Comfortable to Good
2007-12-01,98.89159,99.96611416666666,-0.2133645704827769,211.445,207.34416666666667,2.870550295613361,4.6,4.558333333333333,-5.363321799307985,negative,positive,negative,Lean to Bad
2008-01-01,98.72973,99.78355833333332,-0.43819484560536637,212.174,208.07225000000003,3.0555088930869223,4.7,4.566666666666666,-4.529616724738695,negative,positive,negative,Lean to Bad
2008-02-01,98.34016,99.58716333333332,-0.6622117668025895,212.687,208.77733333333333,3.1991672649787084,4.7,4.575,-3.68421052631579,negative,positive,negative,Lean to Bad
2008-03-01,97.87051,99.37431416666668,-0.890930609833307,213.448,209.45733333333337,3.297522532611752,4.7,4.583333333333333,-2.998236331569659,negative,positive,negative,Lean to Bad
2008-04-01,97.3411,99.1318725,-1.1554660889660062,213.942,210.12716666666668,3.406706295584727,4.8,4.6,-2.1276595744680993,negative,positive,negative,Lean to Bad
2008-05-01,96.96101,98.86279,-1.4646159838550332,215.208,210.83158333333333,3.521774533432076,4.9,4.633333333333334,-0.7142857142857117,negative,positive,negative,Lean to Bad
2008-06-01,96.84148,98.58713833333333,-1.7784317031974584,217.463,211.684,3.7097279924747317,4.9,4.666666666666667,0.5385996409335903,negative,positive,positive,Lean to Bad
2008-07-01,97.04502,98.33038166666667,-2.0683511222245543,219.016,212.63508333333334,3.976044468585971,5.0,4.708333333333333,1.9855595667870096,negative,positive,positive,Lean to Bad
2008-08-01,97.30289,98.11423666666667,-2.291054340241494,218.69,213.5536666666667,4.260930203416424,5.2,4.766666666666667,3.8112522686025274,negative,positive,positive,Lean to Bad
2008-09-01,97.3791,97.92573333333333,-2.4399518083040195,218.877,214.4145,4.437014670443706,5.3,4.833333333333333,5.64663023679417,negative,positive,positive,Lean to Bad
2008-10-01,97.02541,97.73233333333333,-2.535918682079341,216.995,215.06491666666668,4.44476640775151,5.4,4.8999999999999995,7.29927007299267,negative,positive,positive,Lean to Bad
2008-11-01,96.76826,97.541355,-2.5877227614928278,213.153,215.25816666666665,4.166207957544721,5.6,4.983333333333333,9.323583180987228,negative,positive,positive,Lean to Bad
2008-12-01,96.76077,97.36378666666667,-2.603209619272895,211.398,215.25424999999998,3.8149533987371864,5.8,5.083333333333333,11.517367458866556,negative,positive,positive,Lean to Bad
2009-01-01,96.768,97.20030916666667,-2.5888525222132697,211.933,215.23416666666665,3.442033556452917,6.0,5.191666666666666,13.686131386861323,negative,positive,positive,Lean to Bad
2009-02-01,96.74191,97.06712166666667,-2.530488450837476,212.705,215.23566666666667,3.0934073302976817,6.3,5.325,16.393442622950815,negative,positive,positive,Lean to Bad
2009-03-01,96.94426,96.98993416666666,-2.3993926599594317,212.495,215.15625,2.7208007358698216,6.7,5.491666666666667,19.818181818181845,negative,positive,positive,Lean to Bad
2009-04-01,97.39332,96.99428583333334,-2.156306153368248,212.709,215.05349999999999,2.34445331914086,7.0,5.675000000000001,23.36956521739133,negative,positive,positive,Lean to Bad
2009-05-01,97.77971,97.06251083333332,-1.8209876199798525,213.022,214.87133333333335,1.9161028609328445,7.3,5.875,26.798561151079127,negative,positive,positive,Lean to Bad
2009-06-01,97.93968,97.1540275,-1.4536488811429327,214.79,214.64858333333333,1.400475866543216,7.6,6.1000000000000005,30.714285714285715,negative,positive,positive,Lean to Bad
2009-07-01,97.89438,97.2248075,-1.1243464613149734,214.726,214.29108333333332,0.7787990457830407,7.9,6.341666666666668,34.69026548672569,negative,positive,positive,Lean to Bad
2009-08-01,97.93816,97.27774666666666,-0.8525674034869257,215.445,214.02066666666667,0.21868039415540164,8.2,6.591666666666666,38.28671328671327,negative,positive,positive,Lean to Bad
2009-09-01,98.11636,97.33918499999999,-0.5989726227903391,215.861,213.76933333333332,-0.3008969387176208,8.5,6.858333333333334,41.89655172413795,negative,negative,positive,Lean to Bad
2009-10-01,98.14606,97.43257249999999,-0.30671613283901333,216.509,213.72883333333334,-0.6212465306018045,8.8,7.141666666666667,45.748299319727906,negative,negative,positive,Lean to Bad
2009-11-01,98.16013,97.54856166666667,0.007388319207457528,217.234,214.06891666666664,-0.5524761352453611,9.0,7.425000000000001,48.996655518394675,positive,negative,positive,Comfortable to Good
2009-12-01,98.33461,97.679715,0.32448238112896544,217.347,214.56466666666665,-0.32035759262980523,9.3,7.716666666666666,51.80327868852459,positive,negative,positive,Comfortable to Good
2010-01-01,98.49635,97.82374416666666,0.6413919928289546,217.488,215.02758333333335,-0.0959807341616159,9.4,8.0,54.09309791332264,positive,negative,positive,Comfortable to Good
2010-02-01,98.55148,97.97454166666667,0.9348376509155543,217.281,215.40891666666667,0.08049316485649882,9.6,8.275,55.39906103286385,positive,positive,positive,Lean to Bad
2010-03-01,98.54839,98.10821916666667,1.1529907815777785,217.353,215.81375,0.30559186637617586,9.7,8.525,55.23520485584217,positive,positive,positive,Lean to Bad
2010-04-01,98.52795,98.20277166666665,1.2459350805570812,217.403,216.20491666666666,0.5354094058765302,9.7,8.75,54.185022026431696,positive,positive,positive,Lean to Bad
2010-05-01,98.52668,98.26501916666668,1.2389009134517348,217.29,216.5605833333333,0.7861681564470979,9.7,8.95,52.34042553191489,positive,positive,positive,Lean to Bad
2010-06-01,98.43158,98.30601083333333,1.185728850338541,217.199,216.76133333333334,0.984283225722038,9.7,9.125,49.590163934426215,positive,positive,positive,Lean to Bad
2010-07-01,98.14699,98.32706166666667,1.1337169957026383,217.605,217.00125,1.2647127563637284,9.7,9.275,46.25492772667541,positive,positive,positive,Lean to Bad
2010-08-01,97.97341,98.32999916666667,1.0816990895211376,217.923,217.20775,1.489147465509566,9.7,9.399999999999999,42.60429835651074,positive,positive,positive,Lean to Bad
2010-09-01,97.92258,98.31385083333333,1.001308808300938,218.275,217.40891666666667,1.7025750497420944,9.7,9.499999999999998,38.51761846901576,positive,positive,positive,Lean to Bad
2010-10-01,98.02107,98.303435,0.8938104349035747,219.035,217.61941666666667,1.820336204832751,9.7,9.575,34.07234539089848,positive,positive,positive,Lean to Bad
2010-11-01,98.27833,98.31328500000001,0.7839411676273444,219.59,217.81574999999998,1.750293032578698,9.7,9.633333333333333,29.741863075196395,positive,positive,positive,Lean to Bad
2010-12-01,98.52911,98.32949333333333,0.6652131748473344,220.472,218.0761666666667,1.6365695501278754,9.6,9.658333333333333,25.16198704103674,positive,positive,positive,Lean to Bad
2011-01-01,98.63737,98.341245,0.5290135209419677,221.187,218.38441666666665,1.5611175465473082,9.6,9.674999999999999,20.937499999999986,positive,positive,positive,Lean to Bad
2011-02-01,98.58832,98.344315,0.3774177730694328,221.898,218.76916666666668,1.5599400674763286,9.5,9.666666666666666,16.817724068479343,positive,positive,positive,Lean to Bad
2011-03-01,98.34479,98.32734833333335,0.22335454514206265,223.046,219.2435833333333,1.5892561680306727,9.4,9.641666666666666,13.098729227761474,positive,positive,positive,Lean to Bad
2011-04-01,98.2864,98.30721916666668,0.10635901434081774,224.093,219.80108333333337,1.6633140088164966,9.3,9.608333333333333,9.809523809523801,positive,positive,positive,Lean to Bad
2011-05-01,98.2707,98.2858875,0.021236787526524026,224.806,220.4274166666667,1.7855665485447592,9.3,9.575000000000001,6.983240223463705,positive,positive,positive,Lean to Bad
2011-06-01,97.96353,98.24688333333334,-0.06014637304349035,224.806,221.06133333333335,1.983748639056171,9.3,9.541666666666666,4.566210045662089,negative,positive,positive,Lean to Bad
2011-07-01,97.38677,98.18353166666667,-0.14597202191047876,225.395,221.71050000000002,2.170148789465509,9.2,9.5,2.425876010781658,negative,positive,positive,Lean to Bad
2011-08-01,96.89449,98.09362166666666,-0.2403920492253353,226.106,222.39241666666666,2.386962098114198,9.2,9.458333333333334,0.6205673758865382,negative,positive,positive,Lean to Bad
2011-09-01,96.82732,98.00234999999999,-0.3168432837214463,226.597,223.0859166666667,2.6112084485955256,9.2,9.416666666666666,-0.877192982456132,negative,positive,negative,Lean to Bad
2011-10-01,97.05892,97.92217083333334,-0.3878441955427636,226.75,223.72883333333334,2.8073858299255683,9.1,9.366666666666667,-2.175805047867696,negative,positive,negative,Lean to Bad
2011-11-01,97.50053,97.85735416666667,-0.4637530251718647,227.169,224.36041666666665,3.004680178851471,9.0,9.308333333333332,-3.3737024221453416,negative,positive,negative,Lean to Bad
2011-12-01,98.04679,97.81716083333333,-0.5210364486097907,227.223,224.923,3.1396522774534974,8.9,9.25,-4.227782571182049,negative,positive,negative,Lean to Bad
2012-01-01,98.51247,97.80675250000002,-0.5435079655540132,227.842,225.47758333333334,3.2480186887571927,8.9,9.191666666666668,-4.9956933677863695,negative,positive,negative,Lean to Bad
2012-02-01,98.7721,97.8220675,-0.5310398470923183,228.329,226.01350000000002,3.311405095934461,8.8,9.133333333333335,-5.517241379310322,negative,positive,negative,Lean to Bad
2012-03-01,98.89722,97.86810333333334,-0.4670572407212248,228.807,226.49358333333336,3.306824259014829,8.7,9.075000000000001,-5.877268798617097,negative,positive,negative,Lean to Bad
2012-04-01,98.93228,97.92192666666666,-0.3919269645363599,229.187,226.91808333333333,3.2379276262286982,8.7,9.025,-6.071118820468335,negative,positive,negative,Lean to Bad
2012-05-01,98.87596,97.97236499999998,-0.31899035352356275,228.713,227.24366666666666,3.0922877485370037,8.6,8.966666666666667,-6.353350739773722,negative,positive,negative,Lean to Bad
2012-06-01,98.66972,98.03121416666666,-0.2195175656971804,228.524,227.55349999999999,2.936816931650932,8.5,8.9,-6.724890829694319,negative,positive,negative,Lean to Bad
2012-07-01,98.59705,98.13207083333334,-0.05241289701009011,228.59,227.81975,2.75550774546085,8.4,8.833333333333334,-7.017543859649111,negative,positive,negative,Lean to Bad
2012-08-01,98.76841,98.28823083333333,0.19839125455880513,229.918,228.1374166666667,2.583271536911691,8.4,8.766666666666667,-7.31277533039647,positive,positive,negative,Comfortable to Good
2012-09-01,99.08746,98.47657583333334,0.4838923080246138,231.015,228.50558333333333,2.4294078028980426,8.3,8.691666666666666,-7.699115044247784,positive,positive,negative,Comfortable to Good
2012-10-01,99.31627,98.66468833333333,0.7582731200514115,231.638,228.91291666666666,2.3171279517689936,8.2,8.616666666666665,-8.007117437722433,positive,positive,negative,Comfortable to Good
2012-11-01,99.22913,98.80873833333332,0.9722152972236442,231.249,229.25291666666666,2.180643124437065,8.1,8.541666666666666,-8.236347358997309,positive,positive,negative,Comfortable to Good
2012-12-01,98.89225,98.87919333333333,1.085732289663932,231.221,229.58608333333333,2.0731909735035137,8.1,8.475,-8.378378378378383,positive,positive,negative,Comfortable to Good
2013-01-01,98.76273,98.90004833333332,1.1178122219458242,231.679,229.90583333333333,1.963942461390289,8.0,8.4,-8.612873980054413,positive,positive,negative,Comfortable to Good
2013-02-01,98.86662,98.90792499999999,1.1100332754671927,232.937,230.2898333333333,1.8920698689827153,8.0,8.333333333333334,-8.759124087591253,positive,positive,negative,Comfortable to Good
2013-03-01,99.0349,98.91939833333333,1.0741957432436777,232.282,230.57941666666667,1.803951031725326,7.9,8.266666666666666,-8.907254361799833,positive,positive,negative,Comfortable to Good
2013-04-01,99.24892,98.945785,1.0455863851807523,231.797,230.79691666666668,1.7093539996261509,7.9,8.200000000000001,-9.141274238227137,positive,positive,negative,Comfortable to Good
2013-05-01,99.59026,99.00531000000001,1.0543228184805242,231.893,231.06191666666666,1.6802448473078213,7.8,8.133333333333333,-9.293680297397778,positive,positive,negative,Comfortable to Good
2013-06-01,99.76675,99.09672916666666,1.0869140090303153,232.445,231.3886666666667,1.6853912010435845,7.8,8.075000000000001,-9.26966292134831,positive,positive,negative,Comfortable to Good
2013-07-01,99.72871,99.19103416666667,1.0791205406557314,232.9,231.74783333333332,1.724206673623918,7.7,8.016666666666666,-9.245283018867944,positive,positive,negative,Comfortable to Good
2013-08-01,99.44532,99.24744333333332,0.975917962778805,233.456,232.04266666666663,1.711797239163948,7.6,7.95,-9.315589353612175,positive,positive,negative,Comfortable to Good
2013-09-01,99.06078,99.24522,0.7805350258802246,233.544,232.25341666666665,1.64014956600258,7.6,7.891666666666667,-9.20421860019175,positive,positive,negative,Comfortable to Good
2013-10-01,98.82304,99.2041175,0.5467297123001424,233.669,232.4226666666667,1.5332249709223644,7.5,7.833333333333333,-9.090909090909083,positive,positive,negative,Comfortable to Good
2013-11-01,98.92445,99.1787275,0.37444984412056126,234.1,232.66025000000002,1.486276983026391,7.5,7.783333333333334,-8.878048780487791,positive,positive,negative,Comfortable to Good
2013-12-01,99.23093,99.20695083333334,0.33147266775841455,234.719,232.95175000000003,1.4659715509759863,7.4,7.7250000000000005,-8.849557522123884,positive,positive,negative,Comfortable to Good
2014-01-01,99.4054,99.26050666666667,0.3644672974460583,235.288,233.25250000000003,1.4556684439643863,7.3,7.666666666666667,-8.730158730158733,positive,positive,negative,Comfortable to Good
2014-02-01,99.47614,99.3113,0.4078287963275029,235.547,233.47000000000003,1.3809409736571299,7.2,7.6000000000000005,-8.799999999999997,positive,positive,negative,Comfortable to Good
2014-03-01,99.50869,99.3507825,0.43609663416370736,236.028,233.78216666666665,1.3890008250953212,7.1,7.533333333333334,-8.870967741935464,positive,positive,negative,Comfortable to Good
2014-04-01,99.5824,99.3785725,0.43739862188167944,236.468,234.17141666666666,1.4621079209969245,7.0,7.458333333333333,-9.044715447154484,positive,positive,negative,Comfortable to Good
2014-05-01,99.56865,99.37677166666667,0.375193680689101,236.918,234.59016666666665,1.526971666685295,6.9,7.383333333333334,-9.221311475409822,positive,positive,negative,Comfortable to Good
2014-06-01,99.54198,99.35804083333333,0.263693533443643,237.231,234.989,1.5559678808815036,6.8,7.300000000000001,-9.597523219814242,positive,positive,negative,Comfortable to Good
2014-07-01,99.53372,99.34179166666667,0.15198702308787393,237.498,235.3721666666667,1.5639124997213427,6.7,7.216666666666668,-9.979209979209958,positive,positive,negative,Comfortable to Good
2014-08-01,99.62952,99.35714166666668,0.1105301352347432,237.46,235.70583333333335,1.5786608209984676,6.6,7.133333333333333,-10.272536687631039,positive,positive,negative,Comfortable to Good
2014-09-01,99.83581,99.42172750000002,0.17784987528872698,237.477,236.03358333333335,1.627604330183896,6.5,7.041666666666667,-10.770855332629347,positive,positive,negative,Comfortable to Good
2014-10-01,100.1258,99.53029083333335,0.328790116330957,237.43,236.34699999999998,1.6884469099399224,6.4,6.95,-11.27659574468085,positive,positive,negative,Comfortable to Good
2014-11-01,100.4816,99.66005333333334,0.48531156374571616,236.983,236.58725,1.687868898963174,6.3,6.8500000000000005,-11.991434689507496,positive,positive,negative,Comfortable to Good
2014-12-01,100.8762,99.79715916666665,0.5949263921283698,236.252,236.715,1.6154632879984643,6.2,6.75,-12.621359223300976,positive,positive,negative,Comfortable to Good
2015-01-01,101.142,99.94187583333333,0.6864453845221608,234.747,236.66991666666664,1.4651147004497656,6.1,6.6499999999999995,-13.260869565217403,positive,positive,negative,Comfortable to Good
2015-02-01,101.1443,100.08088916666668,0.7749260825975268,235.342,236.65283333333332,1.3632729401350518,6.0,6.55,-13.815789473684214,positive,positive,negative,Comfortable to Good
2015-03-01,101.0472,100.20909833333333,0.8639245829124009,235.976,236.6485,1.2260701379418038,5.9,6.45,-14.380530973451332,positive,positive,negative,Comfortable to Good
2015-04-01,100.9922,100.32658166666666,0.9539371947274056,236.222,236.62800000000001,1.0490534533641238,5.8,6.3500000000000005,-14.860335195530716,positive,positive,negative,Comfortable to Good
2015-05-01,100.9113,100.43846916666666,1.0683557960216028,237.001,236.63491666666667,0.8716264748238389,5.8,6.258333333333333,-15.237020316027095,positive,positive,negative,Comfortable to Good
2015-06-01,100.9255,100.5537625,1.2034473069697738,237.657,236.67041666666668,0.7155299467918486,5.7,6.166666666666667,-15.52511415525114,positive,positive,negative,Comfortable to Good
2015-07-01,100.8101,100.66012749999999,1.3270707234241286,238.034,236.71508333333335,0.5705503270352796,5.6,6.074999999999999,-15.819861431870697,positive,positive,negative,Comfortable to Good
2015-08-01,100.6195,100.74262583333332,1.394448495020928,238.033,236.76283333333333,0.4484403228600664,5.5,5.983333333333333,-16.121495327102796,positive,positive,negative,Comfortable to Good
2015-09-01,100.4478,100.793625,1.3798769489294926,237.498,236.76458333333335,0.3097016914612727,5.4,5.891666666666667,-16.331360946745566,positive,positive,negative,Comfortable to Good
2015-10-01,100.4772,100.82290833333332,1.2987176960675084,237.733,236.78983333333335,0.1873657517689642,5.4,5.808333333333333,-16.426858513189458,positive,positive,negative,Comfortable to Good
2015-11-01,100.5944,100.83230833333334,1.176253635023805,238.017,236.876,0.12204799709198966,5.3,5.7250000000000005,-16.423357664233574,positive,positive,negative,Comfortable to Good
2015-12-01,100.692,100.81695833333333,1.0218719402258492,237.761,237.00175000000002,0.12113723253701636,5.3,5.6499999999999995,-16.29629629629631,positive,positive,negative,Comfortable to Good
2016-01-01,100.7052,100.78055833333333,0.8391702607209561,237.652,237.24383333333336,0.24249666994011765,5.2,5.575,-16.16541353383457,positive,positive,negative,Comfortable to Good
2016-02-01,100.6676,100.74083333333333,0.6594107747860178,237.336,237.41,0.3199482786669927,5.2,5.508333333333333,-15.903307888040718,positive,positive,negative,Comfortable to Good
2016-03-01,100.6275,100.70585833333332,0.49572345052699696,238.08,237.58533333333332,0.39587545804571356,5.1,5.441666666666666,-15.633074935400526,positive,positive,negative,Comfortable to Good
2016-04-01,100.6497,100.67731666666667,0.34959329239914183,238.992,237.81616666666665,0.5021242907291779,5.1,5.383333333333333,-15.223097112860906,positive,positive,negative,Comfortable to Good
2016-05-01,100.7728,100.665775,0.22631351833544144,239.557,238.02916666666667,0.5891987622283157,5.0,5.316666666666666,-15.046604527296935,positive,positive,negative,Comfortable to Good
2016-06-01,100.7506,100.6512,0.09690089915830313,240.222,238.24291666666667,0.6644260918400979,5.0,5.258333333333333,-14.729729729729746,positive,positive,negative,Comfortable to Good
2016-07-01,100.6031,100.63395000000001,-0.026005828375263995,240.101,238.41516666666666,0.718198143267168,5.0,5.208333333333333,-14.266117969821668,negative,positive,negative,Lean to Bad
2016-08-01,100.4966,100.62370833333334,-0.11804089779902105,240.545,238.62449999999998,0.786300214631086,4.9,5.158333333333334,-13.788300835654589,negative,positive,negative,Lean to Bad
2016-09-01,100.4773,100.62616666666666,-0.16613980629562874,241.176,238.93099999999995,0.9150087551804909,4.9,5.116666666666666,-13.154172560113164,negative,positive,negative,Lean to Bad
2016-10-01,100.5546,100.63261666666666,-0.18873852164383864,241.741,239.26500000000001,1.045301072188498,4.9,5.075,-12.625538020086069,negative,positive,negative,Lean to Bad
2016-11-01,100.8857,100.65689166666665,-0.1739687105910548,242.026,239.5990833333333,1.1495817783706785,4.9,5.041666666666667,-11.935953420669577,negative,positive,negative,Lean to Bad
2016-12-01,101.2251,100.70131666666668,-0.11470457805748957,242.637,240.00541666666663,1.2673605433996205,4.9,5.008333333333334,-11.356932153392318,negative,positive,negative,Lean to Bad
2017-01-01,101.3742,100.75706666666667,-0.023309720699260517,243.618,240.50258333333332,1.3735868090705372,4.9,4.983333333333333,-10.612855007473843,negative,positive,negative,Lean to Bad
2017-02-01,101.3618,100.81491666666666,0.07353853535061461,244.006,241.05841666666666,1.5367577889165096,4.8,4.95,-10.136157337367614,positive,positive,negative,Comfortable to Good
2017-03-01,101.3311,100.87355000000001,0.16651629750439323,243.892,241.54274999999998,1.6656822250531667,4.8,4.925,-9.494640122511488,positive,positive,negative,Comfortable to Good
2017-04-01,101.2912,100.92700833333333,0.2480118411313681,244.193,241.97616666666667,1.7492502962722645,4.7,4.891666666666667,-9.133126934984514,positive,positive,negative,Comfortable to Good
2017-05-01,101.2196,100.96424166666668,0.2964926924435618,244.004,242.34675000000001,1.813888354018256,4.7,4.866666666666667,-8.463949843260178,positive,positive,negative,Comfortable to Good
2017-06-01,101.1132,100.99445833333334,0.3410374971518859,244.163,242.67516666666666,1.8603910924249067,4.7,4.841666666666668,-7.923930269413604,positive,positive,negative,Comfortable to Good
2017-07-01,101.072,101.03353333333332,0.39706613258578827,244.243,243.02033333333335,1.9315745432861853,4.6,4.808333333333334,-7.679999999999987,positive,positive,negative,Comfortable to Good
2017-08-01,101.169,101.08956666666667,0.46297074620833545,245.183,243.40683333333334,2.0041250304697833,4.6,4.783333333333333,-7.269789983844932,positive,positive,negative,Comfortable to Good
2017-09-01,101.2904,101.157325,0.5278530932146586,246.435,243.84508333333335,2.0566955871500037,4.5,4.75,-7.166123778501621,positive,positive,negative,Comfortable to Good
2017-10-01,101.4409,101.23118333333333,0.5948038384506527,246.626,244.25216666666665,2.0843694926824474,4.4,4.708333333333333,-7.2249589490968935,positive,positive,negative,Comfortable to Good
2017-11-01,101.4207,101.27576666666666,0.6148361922892143,247.284,244.69033333333334,2.12490378893353,4.4,4.666666666666667,-7.438016528925617,positive,positive,negative,Comfortable to Good
2017-12-01,101.3377,101.28515,0.5797673284311466,247.805,245.12099999999998,2.1314449500271726,4.4,4.625,-7.65391014975042,positive,positive,negative,Comfortable to Good
2018-01-01,101.3671,101.28455833333332,0.5235282091049287,248.859,245.55774999999997,2.1019178241675096,4.3,4.575,-8.193979933110363,positive,positive,negative,Comfortable to Good
2018-02-01,101.5275,101.29836666666667,0.4795421312487669,249.529,246.018,2.0574196918381915,4.3,4.533333333333334,-8.417508417508401,positive,positive,negative,Comfortable to Good
2018-03-01,101.627,101.32302499999999,0.445582613083384,249.577,246.49175000000002,2.048912666598368,4.2,4.483333333333333,-8.967851099830792,positive,positive,negative,Comfortable to Good
2018-04-01,101.577,101.34684166666666,0.41597719011619017,250.227,246.99458333333334,2.0739301460130033,4.2,4.441666666666667,-9.199318568994874,positive,positive,negative,Comfortable to Good
2018-05-01,101.4924,101.369575,0.4014622668801149,250.792,247.56025,2.151256412557623,4.1,4.391666666666667,-9.76027397260275,positive,positive,negative,Comfortable to Good
2018-06-01,101.4354,101.39642499999998,0.3980086366124569,251.018,248.1315,2.2484102548605778,4.1,4.341666666666666,-10.327022375215178,positive,positive,negative,Comfortable to Good
2018-07-01,101.4044,101.424125,0.3865960674442892,251.214,248.71241666666666,2.3422251361682855,4.1,4.3,-10.571923743500877,positive,positive,negative,Comfortable to Good
2018-08-01,101.4155,101.44466666666665,0.35127265029326615,251.663,249.25241666666668,2.401569115082358,4.0,4.25,-11.149825783972123,positive,positive,negative,Comfortable to Good
2018-09-01,101.4975,101.46192500000001,0.30111511944390656,252.182,249.73133333333337,2.413930155792232,4.0,4.208333333333333,-11.403508771929827,positive,positive,negative,Comfortable to Good
2018-10-01,101.4799,101.465175,0.23114583763796936,252.772,250.2435,2.4529294520075906,4.0,4.175,-11.327433628318584,positive,positive,negative,Comfortable to Good
2018-11-01,101.3726,101.46116666666667,0.18306452382654825,252.594,250.686,2.450307940240104,3.9,4.133333333333333,-11.428571428571443,positive,positive,negative,Comfortable to Good
2018-12-01,101.2051,101.45011666666666,0.1628734979082891,252.767,251.0995,2.438999514525486,3.9,4.091666666666666,-11.531531531531547,positive,positive,negative,Comfortable to Good
2019-01-01,101.0046,101.41990833333331,0.1336334010111795,252.718,251.4210833333333,2.387761466837568,3.9,4.058333333333334,-11.29326047358834,positive,positive,negative,Comfortable to Good
2019-02-01,101.0577,101.38075833333333,0.08133563193351012,253.322,251.73716666666667,2.3246943990548052,3.9,4.0249999999999995,-11.213235294117673,positive,positive,negative,Comfortable to Good
2019-03-01,101.2718,101.35115833333333,0.027765982444116766,254.202,252.12258333333332,2.2843901807396483,3.8,3.9916666666666667,-10.966542750929364,positive,positive,negative,Comfortable to Good
2019-04-01,101.4288,101.33880833333335,-0.007926574919558949,255.211,252.53791666666666,2.2443137248286504,3.8,3.9583333333333335,-10.881801125703571,negative,positive,negative,Lean to Bad
